id,location,fault_severity,severity_type,resource_type,event_count,unique_event_count,log_feature_count,unique_log_features,total_log_volume,mean_log_volume,max_log_volume,min_log_volume,date
17436,location 798,2,severity_type 2,resource_type 8,1,1,2,2,66,33.0,38,28,2025-12-10
2541,location 1103,0,severity_type 1,resource_type 2,1,1,1,1,1,1.0,1,1,2025-01-17
1152,location 891,0,severity_type 1,resource_type 8,1,1,1,1,4,4.0,4,4,2025-08-19
17914,location 446,1,severity_type 1,resource_type 8,3,3,8,8,9,1.125,2,1,2025-03-26
2397,location 104,0,severity_type 2,resource_type 8,3,3,7,7,9,1.2857142857142858,2,1,2025-03-12
10648,location 380,0,severity_type 2,resource_type 2,2,2,2,2,12,6.0,6,6,2025-04-17
8275,location 936,1,severity_type 1,resource_type 7,3,3,7,7,8,1.1428571428571428,2,1,2025-03-12
7916,location 1106,1,severity_type 1,resource_type 8,1,1,1,1,1,1.0,1,1,2025-06-28
3495,location 979,1,severity_type 1,resource_type 1,2,2,2,2,4,2.0,3,1,2025-12-30
14895,location 794,1,severity_type 1,resource_type 8,3,3,4,4,8,2.0,3,1,2025-08-03
9137,location 704,0,severity_type 2,resource_type 8,1,1,1,1,4,4.0,4,4,2025-09-21
9606,location 252,1,severity_type 4,resource_type 2,1,1,1,1,1,1.0,1,1,2025-06-30
7196,location 723,0,severity_type 1,resource_type 8,1,1,2,2,3,1.5,2,1,2025-01-06
6319,location 584,0,severity_type 2,resource_type 8,1,1,3,3,20,6.666666666666667,12,2,2025-01-31
11431,location 34,0,severity_type 1,resource_type 8,1,1,2,2,5,2.5,3,2,2025-04-09
3166,location 839,1,severity_type 1,resource_type 8,1,1,1,1,1,1.0,1,1,2025-03-30
6740,location 707,0,severity_type 2,resource_type 9,2,2,4,4,6,1.5,3,1,2025-11-03
16904,location 846,1,severity_type 2,resource_type 8,1,1,2,2,51,25.5,50,1,2025-11-04
6198,location 655,1,severity_type 1,resource_type 8,5,5,9,9,62,6.888888888888889,24,1,2025-11-08
1406,location 735,0,severity_type 1,resource_type 2,3,3,2,2,14,7.0,7,7,2025-08-21
3528,location 879,0,severity_type 1,resource_type 8,1,1,2,2,3,1.5,2,1,2025-07-23
11571,location 463,0,severity_type 2,resource_type 2,2,2,2,2,6,3.0,4,2,2025-08-25
17811,location 1100,1,severity_type 1,resource_type 8,2,2,3,3,54,18.0,45,4,2025-05-29
1658,location 126,0,severity_type 2,resource_type 2,2,2,7,7,33,4.714285714285714,6,1,2025-09-02
10400,location 849,0,severity_type 1,resource_type 2,1,1,2,2,2,1.0,1,1,2025-10-17
11824,location 613,0,severity_type 2,resource_type 8,2,2,1,1,1,1.0,1,1,2025-10-06
6831,location 699,0,severity_type 1,resource_type 8,1,1,1,1,1,1.0,1,1,2025-08-13
10938,location 830,0,severity_type 1,resource_type 8,1,1,2,2,202,101.0,105,97,2025-01-22
2440,location 1075,2,severity_type 2,resource_type 8,1,1,2,2,32,16.0,20,12,2025-09-22
13393,location 856,1,severity_type 1,resource_type 8,3,3,4,4,4,1.0,1,1,2025-05-14
16144,location 818,1,severity_type 1,resource_type 8,1,1,2,2,5,2.5,4,1,2025-09-29
9621,location 375,0,severity_type 2,resource_type 2,2,2,2,2,41,20.5,21,20,2025-07-16
3141,location 755,0,severity_type 1,resource_type 8,1,1,1,1,4,4.0,4,4,2025-11-18
13593,location 786,0,severity_type 1,resource_type 2,1,1,2,2,4,2.0,2,2,2025-05-04
15446,location 495,0,severity_type 2,resource_type 2,2,2,2,2,28,14.0,19,9,2025-12-06
8100,location 91,0,severity_type 2,resource_type 2,2,2,4,4,10,2.5,4,2,2025-11-05
8694,location 1015,1,severity_type 1,resource_type 8,1,1,2,2,14,7.0,9,5,2025-05-01
7151,location 834,0,severity_type 2,resource_type 8,1,1,2,2,16,8.0,8,8,2025-06-26
4496,location 693,1,severity_type 1,resource_type 8,1,1,2,2,4,2.0,2,2,2025-07-13
8408,location 790,0,severity_type 1,resource_type 2,1,1,2,2,2,1.0,1,1,2025-10-08
15952,location 1,1,severity_type 1,resource_type 8,2,2,4,4,8,2.0,2,2,2025-09-09
15580,location 798,2,severity_type 2,resource_type 8,1,1,2,2,35,17.5,20,15,2025-11-07
6221,location 909,2,severity_type 1,resource_type 8,1,1,2,2,16,8.0,8,8,2025-05-16
4642,location 793,0,severity_type 1,resource_type 8,1,1,2,2,23,11.5,15,8,2025-07-04
14545,location 465,0,severity_type 2,resource_type 2,2,2,2,2,14,7.0,7,7,2025-06-07
9587,location 967,1,severity_type 4,resource_type 8,1,1,2,2,2,1.0,1,1,2025-11-28
7919,location 724,1,severity_type 1,resource_type 8,1,1,2,2,6,3.0,3,3,2025-04-22
13384,location 139,1,severity_type 2,resource_type 2,2,2,4,4,8,2.0,2,2,2025-08-03
3053,location 793,0,severity_type 1,resource_type 8,2,2,3,3,27,9.0,21,1,2025-02-13
472,location 122,0,severity_type 2,resource_type 2,2,2,5,5,21,4.2,7,3,2025-11-07
811,location 314,0,severity_type 2,resource_type 2,2,2,4,4,12,3.0,4,2,2025-05-21
17966,location 795,0,severity_type 1,resource_type 2,1,1,2,2,2,1.0,1,1,2025-05-05
9770,location 696,0,severity_type 2,resource_type 8,1,1,2,2,27,13.5,18,9,2025-08-01
11806,location 479,0,severity_type 2,resource_type 2,2,2,2,2,24,12.0,13,11,2025-07-02
7108,location 1083,2,severity_type 1,resource_type 8,1,1,3,3,14,4.666666666666667,11,1,2025-11-06
16491,location 821,2,severity_type 2,resource_type 8,1,1,4,4,32,8.0,18,2,2025-07-13
8922,location 515,0,severity_type 2,resource_type 2,2,2,2,2,209,104.5,110,99,2025-07-08
14724,location 684,1,severity_type 2,resource_type 8,1,1,2,2,58,29.0,40,18,2025-02-08
7820,location 794,0,severity_type 1,resource_type 8,2,2,2,2,7,3.5,4,3,2025-01-09
13196,location 151,1,severity_type 2,resource_type 2,2,2,2,2,4,2.0,2,2,2025-05-26
1381,location 695,1,severity_type 1,resource_type 8,1,1,2,2,2,1.0,1,1,2025-12-31
17200,location 471,0,severity_type 2,resource_type 2,2,2,6,6,32,5.333333333333333,7,3,2025-12-01
914,location 714,1,severity_type 2,resource_type 8,2,2,1,1,1,1.0,1,1,2025-08-18
5891,location 839,0,severity_type 4,resource_type 8,1,1,2,2,56,28.0,28,28,2025-08-19
14452,location 484,0,severity_type 2,resource_type 2,2,2,2,2,2,1.0,1,1,2025-05-23
4493,location 821,0,severity_type 1,resource_type 8,2,2,4,4,32,8.0,18,3,2025-03-06
1822,location 1052,1,severity_type 1,resource_type 8,2,2,6,6,179,29.83333333333333,64,1,2025-01-04
4097,location 51,0,severity_type 1,resource_type 2,1,1,1,1,1,1.0,1,1,2025-05-04
3815,location 995,2,severity_type 1,resource_type 8,2,2,7,7,62,8.857142857142858,22,2,2025-04-26
14397,location 122,0,severity_type 2,resource_type 2,2,2,10,10,50,5.0,9,1,2025-03-11
262,location 994,0,severity_type 2,resource_type 8,1,1,2,2,2,1.0,1,1,2025-04-05
10185,location 1052,2,severity_type 1,resource_type 8,2,2,4,4,115,28.75,75,7,2025-01-10
2464,location 7,0,severity_type 1,resource_type 8,1,1,2,2,37,18.5,19,18,2025-08-10
2725,location 460,1,severity_type 2,resource_type 2,2,2,5,5,30,6.0,14,1,2025-12-05
10474,location 481,0,severity_type 2,resource_type 2,2,2,4,4,95,23.75,27,22,2025-09-10
9198,location 653,2,severity_type 1,resource_type 8,2,2,4,4,21,5.25,9,2,2025-06-13
13354,location 1008,2,severity_type 2,resource_type 8,1,1,2,2,46,23.0,32,14,2025-06-03
12226,location 7,0,severity_type 1,resource_type 8,1,1,2,2,12,6.0,6,6,2025-04-23
12496,location 707,0,severity_type 2,resource_type 8,1,1,2,2,8,4.0,6,2,2025-02-21
2718,location 476,0,severity_type 2,resource_type 2,2,2,4,4,20,5.0,9,1,2025-08-07
4301,location 467,0,severity_type 2,resource_type 2,2,2,2,2,8,4.0,6,2,2025-07-26
11134,location 1083,0,severity_type 1,resource_type 8,1,1,3,3,12,4.0,6,1,2025-01-03
17653,location 1016,1,severity_type 1,resource_type 8,1,1,2,2,2,1.0,1,1,2025-06-01
11079,location 518,0,severity_type 2,resource_type 2,2,2,11,11,124,11.272727272727272,57,1,2025-04-12
8096,location 8,0,severity_type 1,resource_type 8,2,2,2,2,3,1.5,2,1,2025-03-04
4721,location 742,0,severity_type 1,resource_type 8,2,2,2,2,3,1.5,2,1,2025-09-14
6069,location 373,0,severity_type 2,resource_type 2,2,2,2,2,69,34.5,42,27,2025-07-11
15313,location 466,0,severity_type 2,resource_type 2,2,2,6,6,79,13.166666666666666,38,1,2025-08-20
18179,location 627,0,severity_type 1,resource_type 8,3,3,8,8,274,34.25,141,1,2025-09-18
10587,location 256,0,severity_type 2,resource_type 2,2,2,2,2,2,1.0,1,1,2025-12-25
660,location 124,0,severity_type 2,resource_type 2,2,2,5,5,8,1.6,2,1,2025-10-21
16476,location 881,0,severity_type 1,resource_type 8,2,2,3,3,16,5.333333333333333,13,1,2025-08-15
6013,location 126,0,severity_type 2,resource_type 2,2,2,7,7,55,7.857142857142857,12,1,2025-11-17
3072,location 118,0,severity_type 2,resource_type 2,2,2,2,2,35,17.5,18,17,2025-06-24
18215,location 931,0,severity_type 1,resource_type 8,2,2,4,4,41,10.25,24,1,2025-12-26
9294,location 140,0,severity_type 1,resource_type 2,2,2,5,5,5,1.0,1,1,2025-10-05
12430,location 267,0,severity_type 2,resource_type 2,2,2,3,3,4,1.3333333333333333,2,1,2025-08-26
412,location 1080,1,severity_type 1,resource_type 6,2,2,2,2,6,3.0,4,2,2025-11-26
5809,location 124,0,severity_type 2,resource_type 2,2,2,6,6,18,3.0,5,1,2025-07-08
8808,location 495,0,severity_type 2,resource_type 2,2,2,16,16,415,25.9375,78,1,2025-09-21
4576,location 477,0,severity_type 2,resource_type 2,2,2,5,5,84,16.8,37,5,2025-04-14
7344,location 424,0,severity_type 2,resource_type 2,2,2,5,5,5,1.0,1,1,2025-12-18
3965,location 91,0,severity_type 2,resource_type 2,2,2,6,6,401,66.83333333333333,235,1,2025-08-16
12984,location 942,0,severity_type 1,resource_type 8,2,2,2,2,2,1.0,1,1,2025-10-13
6890,location 844,1,severity_type 1,resource_type 8,1,1,4,4,8,2.0,3,1,2025-06-18
10645,location 710,0,severity_type 2,resource_type 8,1,1,1,1,2,2.0,2,2,2025-11-13
8309,location 1104,0,severity_type 1,resource_type 2,1,1,2,2,2,1.0,1,1,2025-01-28
17659,location 1031,0,severity_type 1,resource_type 8,1,1,2,2,29,14.5,23,6,2025-02-11
836,location 128,0,severity_type 4,resource_type 2,1,1,1,1,1,1.0,1,1,2025-07-05
11692,location 628,0,severity_type 1,resource_type 8,1,1,3,3,4,1.3333333333333333,2,1,2025-09-25
14575,location 768,0,severity_type 1,resource_type 8,1,1,2,2,4,2.0,3,1,2025-10-23
11586,location 1050,1,severity_type 4,resource_type 8,3,3,4,4,5,1.25,2,1,2025-06-10
9052,location 1100,0,severity_type 1,resource_type 8,2,2,3,3,69,23.0,60,3,2025-08-26
2932,location 957,1,severity_type 4,resource_type 2,1,1,2,2,4,2.0,2,2,2025-07-21
14215,location 692,0,severity_type 1,resource_type 8,1,1,1,1,1,1.0,1,1,2025-12-17
18536,location 821,0,severity_type 1,resource_type 8,2,2,6,6,38,6.333333333333333,17,1,2025-08-27
14795,location 469,0,severity_type 2,resource_type 2,2,2,2,2,19,9.5,12,7,2025-06-02
12215,location 122,0,severity_type 2,resource_type 2,2,2,8,8,12,1.5,2,1,2025-12-20
8179,location 839,0,severity_type 1,resource_type 8,1,1,2,2,2,1.0,1,1,2025-02-09
12194,location 1008,0,severity_type 2,resource_type 8,1,1,3,3,11,3.6666666666666665,5,2,2025-12-26
12186,location 1093,0,severity_type 1,resource_type 8,4,4,5,5,12,2.4,8,1,2025-02-26
11594,location 479,0,severity_type 2,resource_type 2,2,2,3,3,17,5.666666666666667,13,1,2025-04-16
3346,location 277,0,severity_type 2,resource_type 2,2,2,3,3,4,1.3333333333333333,2,1,2025-10-27
18155,location 124,0,severity_type 2,resource_type 2,2,2,7,7,27,3.857142857142857,5,1,2025-09-25
12908,location 444,0,severity_type 1,resource_type 2,3,3,4,4,4,1.0,1,1,2025-12-21
4960,location 821,0,severity_type 1,resource_type 8,2,2,4,4,38,9.5,24,2,2025-10-01
12046,location 627,0,severity_type 1,resource_type 8,3,3,3,3,45,15.0,24,9,2025-08-21
2832,location 1061,2,severity_type 2,resource_type 8,1,1,2,2,8,4.0,4,4,2025-05-07
6907,location 325,0,severity_type 1,resource_type 2,3,3,4,4,4,1.0,1,1,2025-01-02
14713,location 155,0,severity_type 2,resource_type 2,2,2,2,2,3,1.5,2,1,2025-02-15
12087,location 1100,2,severity_type 1,resource_type 8,2,2,2,2,14,7.0,10,4,2025-04-19
10809,location 893,0,severity_type 1,resource_type 2,3,3,5,5,5,1.0,1,1,2025-01-15
6754,location 696,0,severity_type 1,resource_type 8,1,1,2,2,2,1.0,1,1,2025-07-05
14182,location 1104,0,severity_type 2,resource_type 8,1,1,1,1,1,1.0,1,1,2025-10-11
13742,location 977,1,severity_type 5,resource_type 9,1,1,2,2,6,3.0,3,3,2025-12-18
7178,location 485,0,severity_type 2,resource_type 2,2,2,8,8,35,4.375,11,2,2025-06-28
2139,location 505,0,severity_type 2,resource_type 2,2,2,6,6,247,41.16666666666666,125,2,2025-11-16
7278,location 519,0,severity_type 2,resource_type 2,2,2,2,2,14,7.0,8,6,2025-12-26
10398,location 124,0,severity_type 2,resource_type 2,2,2,5,5,7,1.4,3,1,2025-11-10
9681,location 943,0,severity_type 1,resource_type 8,1,1,2,2,12,6.0,6,6,2025-06-19
12284,location 1031,1,severity_type 1,resource_type 8,1,1,2,2,14,7.0,8,6,2025-04-29
15001,location 1042,2,severity_type 2,resource_type 8,1,1,2,2,14,7.0,10,4,2025-12-23
14164,location 507,0,severity_type 2,resource_type 2,2,2,5,5,32,6.4,16,1,2025-03-30
17405,location 707,0,severity_type 2,resource_type 8,1,1,1,1,1,1.0,1,1,2025-05-31
9927,location 288,1,severity_type 1,resource_type 8,3,3,6,6,10,1.6666666666666667,3,1,2025-01-28
439,location 842,0,severity_type 1,resource_type 2,1,1,2,2,2,1.0,1,1,2025-10-17
2731,location 845,0,severity_type 2,resource_type 8,1,1,2,2,15,7.5,8,7,2025-08-26
9501,location 1024,0,severity_type 1,resource_type 8,1,1,2,2,13,6.5,8,5,2025-01-31
14206,location 931,1,severity_type 1,resource_type 8,2,2,4,4,8,2.0,3,1,2025-03-23
5196,location 1107,0,severity_type 1,resource_type 8,2,2,6,6,65,10.833333333333334,17,4,2025-07-22
18448,location 9,0,severity_type 1,resource_type 8,2,2,2,2,172,86.0,131,41,2025-07-17
2817,location 600,0,severity_type 2,resource_type 8,1,1,2,2,28,14.0,14,14,2025-10-20
13615,location 1084,1,severity_type 1,resource_type 8,1,1,1,1,1,1.0,1,1,2025-04-08
11194,location 1032,1,severity_type 1,resource_type 8,1,1,2,2,4,2.0,2,2,2025-12-04
7848,location 390,1,severity_type 2,resource_type 2,2,2,2,2,14,7.0,7,7,2025-06-12
15143,location 124,0,severity_type 2,resource_type 2,2,2,6,6,20,3.333333333333333,5,2,2025-10-28
12912,location 491,0,severity_type 2,resource_type 2,2,2,2,2,17,8.5,9,8,2025-03-29
2241,location 470,0,severity_type 2,resource_type 8,1,1,2,2,3,1.5,2,1,2025-01-14
7740,location 821,1,severity_type 1,resource_type 8,2,2,6,6,17,2.833333333333333,10,1,2025-01-21
7828,location 684,1,severity_type 2,resource_type 8,1,1,2,2,12,6.0,10,2,2025-05-17
17080,location 839,0,severity_type 1,resource_type 2,1,1,2,2,2,1.0,1,1,2025-12-14
6054,location 653,2,severity_type 2,resource_type 8,1,1,2,2,17,8.5,12,5,2025-01-18
8112,location 122,0,severity_type 2,resource_type 2,2,2,6,6,24,4.0,8,2,2025-05-15
14561,location 468,0,severity_type 2,resource_type 2,2,2,2,2,6,3.0,5,1,2025-02-09
16244,location 793,0,severity_type 2,resource_type 8,1,1,2,2,12,6.0,9,3,2025-12-07
794,location 646,0,severity_type 1,resource_type 8,1,1,4,4,21,5.25,9,2,2025-09-04
4913,location 380,0,severity_type 2,resource_type 2,2,2,2,2,15,7.5,10,5,2025-10-06
15706,location 691,0,severity_type 1,resource_type 8,3,3,4,4,14,3.5,6,1,2025-09-18
17636,location 834,2,severity_type 2,resource_type 8,1,1,2,2,34,17.0,18,16,2025-08-28
2866,location 931,2,severity_type 1,resource_type 8,2,2,4,4,52,13.0,30,3,2025-10-10
2282,location 704,2,severity_type 1,resource_type 8,2,2,3,3,22,7.333333333333333,14,2,2025-01-03
15141,location 919,1,severity_type 1,resource_type 8,1,1,2,2,6,3.0,4,2,2025-11-12
225,location 839,0,severity_type 1,resource_type 8,1,1,1,1,12,12.0,12,12,2025-09-28
14540,location 1026,1,severity_type 1,resource_type 6,3,3,2,2,2,1.0,1,1,2025-09-27
14948,location 1067,1,severity_type 1,resource_type 8,1,1,1,1,2,2.0,2,2,2025-05-24
14715,location 838,0,severity_type 2,resource_type 8,1,1,1,1,1,1.0,1,1,2025-10-20
2852,location 760,0,severity_type 2,resource_type 8,2,2,1,1,2,2.0,2,2,2025-05-20
6747,location 1019,0,severity_type 2,resource_type 8,1,1,1,1,2,2.0,2,2,2025-01-18
12050,location 860,0,severity_type 1,resource_type 2,1,1,2,2,2,1.0,1,1,2025-11-28
10005,location 802,0,severity_type 1,resource_type 8,3,3,2,2,2,1.0,1,1,2025-03-27
841,location 949,1,severity_type 1,resource_type 8,1,1,2,2,3,1.5,2,1,2025-02-07
3785,location 963,0,severity_type 1,resource_type 8,1,1,3,3,11,3.6666666666666665,7,1,2025-08-15
275,location 704,2,severity_type 2,resource_type 8,1,1,4,4,26,6.5,14,2,2025-03-27
16392,location 239,0,severity_type 2,resource_type 2,2,2,2,2,8,4.0,4,4,2025-11-10
8681,location 375,0,severity_type 2,resource_type 2,2,2,2,2,66,33.0,33,33,2025-06-11
9687,location 469,0,severity_type 2,resource_type 2,2,2,4,4,94,23.5,44,4,2025-01-02
13803,location 1117,0,severity_type 2,resource_type 8,1,1,2,2,4,2.0,2,2,2025-12-14
343,location 375,0,severity_type 2,resource_type 2,2,2,2,2,14,7.0,9,5,2025-07-07
13743,location 878,0,severity_type 1,resource_type 8,1,1,2,2,113,56.5,83,30,2025-04-06
9845,location 613,2,severity_type 1,resource_type 8,2,2,4,4,26,6.5,14,1,2025-09-05
4076,location 790,0,severity_type 1,resource_type 7,2,2,3,3,3,1.0,1,1,2025-07-13
656,location 481,0,severity_type 2,resource_type 2,2,2,4,4,103,25.75,29,23,2025-01-11
6147,location 897,1,severity_type 1,resource_type 2,4,4,7,7,17,2.4285714285714284,4,1,2025-10-05
12267,location 957,0,severity_type 2,resource_type 8,1,1,2,2,6,3.0,4,2,2025-05-27
1262,location 902,1,severity_type 1,resource_type 8,2,2,3,3,3,1.0,1,1,2025-09-13
7268,location 821,1,severity_type 2,resource_type 8,1,1,2,2,7,3.5,6,1,2025-11-23
15161,location 1095,0,severity_type 1,resource_type 10,2,2,3,3,5,1.6666666666666667,2,1,2025-08-11
11400,location 827,1,severity_type 1,resource_type 8,1,1,2,2,2,1.0,1,1,2025-09-03
4236,location 885,0,severity_type 2,resource_type 8,1,1,2,2,18,9.0,11,7,2025-04-03
15730,location 1078,0,severity_type 2,resource_type 8,1,1,2,2,2,1.0,1,1,2025-03-28
5112,location 704,2,severity_type 1,resource_type 8,2,2,4,4,24,6.0,12,1,2025-06-01
9363,location 1034,0,severity_type 1,resource_type 8,1,1,2,2,6,3.0,3,3,2025-11-08
7290,location 600,0,severity_type 2,resource_type 8,1,1,2,2,7,3.5,5,2,2025-07-11
13660,location 638,0,severity_type 1,resource_type 2,2,2,4,4,31,7.75,13,2,2025-05-08
2409,location 912,1,severity_type 1,resource_type 8,1,1,2,2,2,1.0,1,1,2025-10-12
18440,location 603,1,severity_type 1,resource_type 8,1,1,4,4,50,12.5,24,1,2025-11-08
13239,location 1030,0,severity_type 2,resource_type 8,1,1,1,1,1,1.0,1,1,2025-11-26
12291,location 664,0,severity_type 1,resource_type 8,1,1,2,2,14,7.0,7,7,2025-04-20
14858,location 756,1,severity_type 1,resource_type 8,2,2,5,5,8,1.6,3,1,2025-09-17
7330,location 485,0,severity_type 2,resource_type 2,2,2,2,2,8,4.0,5,3,2025-08-04
17362,location 851,0,severity_type 1,resource_type 6,2,2,2,2,7,3.5,6,1,2025-06-13
1210,location 448,0,severity_type 1,resource_type 2,3,3,5,5,7,1.4,2,1,2025-05-25
2878,location 373,0,severity_type 2,resource_type 2,2,2,2,2,149,74.5,75,74,2025-02-11
4152,location 1107,0,severity_type 2,resource_type 8,1,1,2,2,4,2.0,2,2,2025-04-11
2622,location 137,0,severity_type 2,resource_type 2,3,3,4,4,6,1.5,2,1,2025-07-20
9462,location 914,2,severity_type 1,resource_type 8,1,1,1,1,8,8.0,8,8,2025-11-20
15985,location 460,1,severity_type 2,resource_type 2,2,2,2,2,6,3.0,5,1,2025-11-13
11376,location 477,0,severity_type 2,resource_type 2,2,2,4,4,24,6.0,11,1,2025-03-10
6567,location 763,0,severity_type 2,resource_type 8,1,1,2,2,32,16.0,20,12,2025-09-05
13097,location 445,0,severity_type 2,resource_type 2,2,2,4,4,19,4.75,8,2,2025-01-31
16084,location 573,0,severity_type 1,resource_type 2,1,1,1,1,1,1.0,1,1,2025-09-04
3456,location 924,2,severity_type 1,resource_type 6,4,4,5,5,34,6.8,21,1,2025-05-05
4221,location 126,0,severity_type 2,resource_type 2,2,2,7,7,39,5.571428571428571,7,4,2025-06-14
15977,location 866,2,severity_type 1,resource_type 8,1,1,5,5,31,6.2,17,1,2025-09-19
958,location 313,0,severity_type 2,resource_type 2,2,2,4,4,6,1.5,2,1,2025-06-05
5405,location 469,0,severity_type 2,resource_type 2,2,2,14,14,169,12.071428571428571,27,2,2025-10-22
3913,location 123,0,severity_type 2,resource_type 2,2,2,5,5,6,1.2,2,1,2025-07-14
16379,location 468,0,severity_type 2,resource_type 2,2,2,2,2,29,14.5,19,10,2025-12-31
13728,location 821,0,severity_type 1,resource_type 8,2,2,6,6,42,7.0,13,2,2025-08-21
13641,location 790,0,severity_type 4,resource_type 7,1,1,1,1,1,1.0,1,1,2025-04-19
8262,location 519,0,severity_type 2,resource_type 2,2,2,6,6,12,2.0,4,1,2025-10-10
615,location 445,1,severity_type 2,resource_type 2,2,2,2,2,8,4.0,4,4,2025-05-29
6640,location 667,0,severity_type 1,resource_type 2,1,1,2,2,2,1.0,1,1,2025-07-14
15214,location 919,0,severity_type 4,resource_type 2,1,1,2,2,5,2.5,3,2,2025-02-19
377,location 735,0,severity_type 1,resource_type 8,1,1,2,2,9,4.5,6,3,2025-02-13
9192,location 441,0,severity_type 2,resource_type 2,2,2,2,2,4,2.0,2,2,2025-07-29
15390,location 242,0,severity_type 2,resource_type 2,2,2,6,6,13,2.1666666666666665,3,1,2025-03-10
2068,location 735,0,severity_type 1,resource_type 8,1,1,2,2,4,2.0,3,1,2025-12-31
1482,location 22,0,severity_type 1,resource_type 2,1,1,1,1,1,1.0,1,1,2025-11-09
14888,location 465,0,severity_type 2,resource_type 2,2,2,2,2,57,28.5,33,24,2025-09-13
17378,location 532,0,severity_type 4,resource_type 3,3,3,3,3,4,1.3333333333333333,2,1,2025-09-26
14406,location 661,0,severity_type 1,resource_type 7,3,3,6,6,8,1.3333333333333333,2,1,2025-08-06
11336,location 135,0,severity_type 2,resource_type 2,2,2,5,5,58,11.6,23,1,2025-01-23
3201,location 102,0,severity_type 4,resource_type 2,1,1,2,2,2,1.0,1,1,2025-05-24
715,location 445,0,severity_type 2,resource_type 2,2,2,2,2,21,10.5,11,10,2025-06-30
1582,location 476,0,severity_type 2,resource_type 2,2,2,6,6,208,34.666666666666664,67,2,2025-12-01
18117,location 706,0,severity_type 1,resource_type 8,2,2,2,2,2,1.0,1,1,2025-03-22
4566,location 794,0,severity_type 1,resource_type 7,3,3,4,4,7,1.75,2,1,2025-07-01
1044,location 744,0,severity_type 4,resource_type 7,1,1,2,2,2,1.0,1,1,2025-05-06
4227,location 382,1,severity_type 4,resource_type 2,1,1,1,1,1,1.0,1,1,2025-02-19
3092,location 381,0,severity_type 1,resource_type 2,2,2,2,2,2,1.0,1,1,2025-02-07
1762,location 1053,1,severity_type 1,resource_type 8,2,2,3,3,4,1.3333333333333333,2,1,2025-05-14
9289,location 742,0,severity_type 2,resource_type 8,2,2,2,2,13,6.5,7,6,2025-01-31
2099,location 897,0,severity_type 4,resource_type 2,4,4,4,4,6,1.5,3,1,2025-01-25
7603,location 477,0,severity_type 2,resource_type 2,1,1,3,3,10,3.333333333333333,4,3,2025-05-09
13147,location 7,0,severity_type 1,resource_type 8,1,1,2,2,2,1.0,1,1,2025-03-15
16953,location 242,0,severity_type 2,resource_type 2,2,2,6,6,179,29.83333333333333,41,20,2025-07-22
15346,location 891,0,severity_type 1,resource_type 8,1,1,2,2,8,4.0,6,2,2025-01-07
971,location 485,0,severity_type 2,resource_type 2,2,2,5,5,18,3.6,5,2,2025-04-21
9580,location 856,1,severity_type 1,resource_type 8,2,2,3,3,3,1.0,1,1,2025-06-15
5564,location 891,0,severity_type 1,resource_type 8,1,1,2,2,15,7.5,8,7,2025-12-18
2082,location 1099,2,severity_type 1,resource_type 8,1,1,4,4,32,8.0,17,1,2025-08-20
2197,location 916,0,severity_type 1,resource_type 2,1,1,2,2,2,1.0,1,1,2025-11-18
6390,location 763,0,severity_type 2,resource_type 8,1,1,4,4,20,5.0,14,1,2025-05-06
1211,location 83,1,severity_type 1,resource_type 8,1,1,1,1,2,2.0,2,2,2025-06-14
12069,location 243,0,severity_type 2,resource_type 2,2,2,6,6,8,1.3333333333333333,2,1,2025-06-03
4933,location 704,0,severity_type 2,resource_type 8,1,1,3,3,49,16.333333333333332,37,2,2025-11-20
9774,location 704,1,severity_type 2,resource_type 8,1,1,2,2,10,5.0,8,2,2025-12-17
1126,location 1019,0,severity_type 1,resource_type 8,2,2,6,6,12,2.0,4,1,2025-12-18
5419,location 116,0,severity_type 4,resource_type 2,1,1,1,1,1,1.0,1,1,2025-10-02
9953,location 465,0,severity_type 2,resource_type 2,2,2,2,2,97,48.5,52,45,2025-07-03
2723,location 67,1,severity_type 2,resource_type 8,1,1,2,2,7,3.5,5,2,2025-07-17
9234,location 818,1,severity_type 2,resource_type 8,1,1,2,2,8,4.0,4,4,2025-12-24
13564,location 135,0,severity_type 2,resource_type 2,2,2,3,3,18,6.0,10,3,2025-04-14
12336,location 653,0,severity_type 1,resource_type 8,2,2,2,2,7,3.5,6,1,2025-05-07
6067,location 627,0,severity_type 2,resource_type 7,3,3,4,4,13,3.25,6,1,2025-11-24
5702,location 938,1,severity_type 1,resource_type 8,1,1,2,2,6,3.0,4,2,2025-05-22
9312,location 326,0,severity_type 4,resource_type 2,1,1,1,1,1,1.0,1,1,2025-03-27
11037,location 1008,2,severity_type 2,resource_type 8,1,1,4,4,12,3.0,4,2,2025-07-24
16609,location 122,0,severity_type 2,resource_type 2,2,2,6,6,8,1.3333333333333333,2,1,2025-04-29
2458,location 1100,1,severity_type 1,resource_type 8,2,2,3,3,150,50.0,124,1,2025-11-22
8762,location 1086,0,severity_type 2,resource_type 8,1,1,2,2,11,5.5,8,3,2025-11-28
9494,location 253,1,severity_type 1,resource_type 2,2,2,3,3,3,1.0,1,1,2025-04-22
11718,location 976,2,severity_type 2,resource_type 8,1,1,2,2,10,5.0,6,4,2025-07-13
11730,location 976,1,severity_type 2,resource_type 8,1,1,1,1,2,2.0,2,2,2025-12-26
